,name,position,club,division,based,nation,age,preferredfoot,preferredfootsimple,bestpos,bestpossimple,bestrole,value,wage,ca,pa,1v1,cor,cro,dri,fin,fir,fre,hea,lon,lth,mar,pas,pen,tck,tec,agg,ant,bra,cmp,cnt,dec,det,fla,ldr,otb,pos,tea,vis,wor,acc,aer,agi,bal,height,jum,nat,pac,sta,str,weight,cmd,com,ecc,han,kic,pun,ref,thr,tro
82986,Emmanuel Longelo,"M (RL), AM (RLC)",West Ham,English Premier Division,England (Premier Division),ENG,18,Left,Left,AM (L),AM,W,83000,350,75,91,2,7,8,10,9,8,7,1,3,7,6,6,5,8,8,8,7,8,8,7,9,4,11,6,7,3,7,8,9,14,1,12,7,189,9,9,14,12,9,76,3,2,1,4,2,1,1,3,3
83251,Jack Stainrod,ST (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,17,Right,Right,ST (C),ST,AF,19500,120,53,91,1,4,2,10,7,12,4,12,2,1,1,5,1,1,9,6,5,6,7,3,8,15,10,6,12,3,4,5,5,12,3,11,4,186,11,15,12,7,5,72,2,3,1,1,3,2,2,4,3
83255,Jaden Forrester,M (L),Wolves,English Premier Division,England (Premier Division),ENG,16,Left,Left,M (L),M,W,9500,120,50,91,2,6,10,5,2,8,3,5,5,5,4,6,4,1,13,13,4,2,3,5,8,3,5,6,6,3,7,9,9,13,2,12,6,177,4,14,12,6,3,61,3,1,1,3,4,2,3,3,2
83336,Johnson Gyamfi,"M (RL), AM (R)",Leicester,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,AM (R),AM,W,15000,120,50,91,1,6,7,7,3,6,3,6,3,5,3,6,2,6,7,9,6,5,6,5,7,15,14,1,5,6,8,8,7,16,2,11,5,170,5,13,15,8,4,59,2,3,1,1,1,2,1,2,1
83915,Rafferty Pedder,M (C),Tottenham,English Premier Division,England (Premier Division),ENG,17,Right,Right,M (C),M,CM,28500,120,60,91,3,6,1,5,5,13,6,6,6,3,8,14,1,5,9,12,6,7,5,5,13,8,2,1,9,5,8,9,12,14,3,11,7,195,15,14,11,7,6,80,2,1,2,3,2,2,1,2,2
83982,Sam Ackroyd,ST (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,17,Right,Right,ST (C),ST,P,40000,120,65,91,1,3,2,13,11,9,5,12,6,4,1,4,5,2,10,10,12,1,9,4,6,11,10,6,13,5,5,4,6,13,1,9,6,188,9,11,12,6,8,76,1,1,2,1,1,1,4,1,2
84295,AdriÃ¡n Balboa,ST (C),Leeds,English Premier Division,England (Premier Division),ESP,21,Right,Right,ST (C),ST,P,41500,800,70,90,1,7,4,8,10,13,7,14,8,1,7,8,3,1,10,8,10,5,12,8,5,16,9,10,10,8,7,8,8,9,3,12,8,181,11,15,12,5,8,70,3,2,2,2,4,2,1,2,2
84931,Bobby Kamwa,M (RC),Leeds,English Premier Division,England (Premier Division),ENG,19,Right,Right,M (C),M,MEZ,165000,250,84,90,1,6,10,12,10,11,6,5,11,4,4,10,8,6,11,8,10,8,10,7,9,11,14,4,10,4,10,10,12,12,1,13,12,187,10,14,13,12,10,80,2,2,1,3,1,1,3,1,1
85039,Cameron Jessup,D (R),Crystal Palace,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (R),D,FB,4300,120,45,90,1,4,5,6,3,8,2,7,4,6,4,4,2,10,7,5,6,8,6,8,6,10,5,4,3,10,4,7,7,15,3,11,7,188,15,10,11,9,6,73,1,2,2,3,4,1,1,1,1
85046,Cardo Siddik,D (C),Crystal Palace,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,D (C),D,CD,4500,120,45,90,1,1,1,1,1,2,1,12,1,1,12,4,1,10,3,15,5,6,3,7,12,16,1,3,3,9,3,1,4,9,1,11,4,188,12,13,12,2,6,71,3,1,3,1,1,4,2,1,1
85166,Cole Gibbon,M (C),Leeds,English Premier Division,England (Premier Division),ENG,17,Right,Right,M (C),M,CM,475,120,35,90,4,3,4,4,4,12,4,4,5,1,5,6,2,6,8,16,5,1,5,5,12,10,1,6,5,5,6,13,11,13,1,10,5,178,5,12,11,7,3,66,3,3,2,1,4,2,2,2,2
85171,Connor Barrett,D (RC),Burnley,English Premier Division,England (Premier Division),ENG,17,Right,Right,D (C),D,CD,15250,350,45,90,3,6,4,2,1,7,3,9,6,2,7,8,2,12,3,7,7,8,7,11,6,6,1,8,6,9,7,3,11,10,1,8,10,178,11,11,9,13,7,70,2,1,1,2,2,2,2,1,1
85179,Corey Brennan,M (C),Burnley,English Premier Division,England (Premier Division),ENG,16,Right,Right,M (C),M,CM,9500,120,45,90,2,5,5,3,3,14,5,3,5,1,9,9,1,10,9,14,5,6,4,5,14,4,1,7,6,4,7,8,11,11,3,7,6,169,5,7,9,8,1,56,3,3,3,1,2,2,2,3,2
85291,Daniel Quick,D (RC),Crystal Palace,English Premier Division,England (Premier Division),ENG,17,Right,Right,D (C),D,CD,4500,120,45,90,1,1,1,3,1,3,3,9,4,1,5,4,1,9,4,12,5,7,5,10,9,14,1,9,4,12,4,2,5,13,2,11,5,189,12,11,12,5,5,75,2,1,1,1,1,3,1,2,3
85331,David Boateng,"D (R), DM, M (C)",Crystal Palace,English Premier Division,England (Premier Division),ENG,18,Right,Right,DM,DM,BWM,16500,500,54,90,1,4,5,6,1,8,5,5,6,2,6,10,1,10,10,7,3,8,2,3,13,19,1,9,6,7,10,8,17,13,2,9,6,170,3,18,12,10,6,58,1,3,1,2,2,1,2,2,1
85386,Dean Pinnington,M (C),Wolves,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (C),M,CM,9500,120,45,90,4,2,4,6,7,12,3,2,7,1,9,15,4,7,11,11,6,4,10,7,14,12,2,7,6,8,8,7,13,5,2,7,7,171,7,12,6,9,5,61,3,3,1,2,1,2,1,3,3
85420,Deon Woodman,D (C),Crystal Palace,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,D (C),D,NCB,4500,120,45,90,2,1,1,1,1,5,1,10,1,1,11,4,1,13,1,20,11,7,2,7,11,4,1,1,3,13,4,4,5,13,4,10,5,181,8,13,10,4,5,69,2,3,1,2,1,3,3,4,1
85549,Dylan Thisleton,D/WB/M/AM (R),Crystal Palace,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (R),M,W,7500,120,45,90,2,4,6,5,1,6,4,1,3,1,5,8,1,6,5,7,5,6,6,4,13,11,5,6,12,4,5,5,6,13,3,13,5,176,8,14,13,7,3,60,3,1,1,1,1,3,2,3,1
86269,Jack Hodnett,D/M (C),Wolves,English Premier Division,England (Premier Division),ENG,16,Left Only,Left,M (C),M,CM,9500,120,45,90,4,3,7,3,3,12,5,6,6,5,4,9,1,6,8,11,6,6,7,6,11,5,1,5,5,6,6,7,8,6,1,12,6,188,13,12,8,13,5,72,2,3,1,1,1,3,2,1,3
86481,Joe Oliver,"D/WB (R), DM",Newcastle,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (R),D,FB,6000,120,45,90,2,4,6,3,3,7,5,5,5,3,7,3,2,12,7,12,6,6,3,8,12,10,1,11,3,8,6,7,7,14,3,9,7,177,8,13,14,6,6,63,3,2,2,1,2,3,1,3,1
86482,Joe White,D/WB (L),Bolton,English Premier Division,England (Premier Division),ENG,17,Left Only,Left,D (L),D,FB,64000,120,75,90,3,5,9,9,5,10,8,9,5,9,10,10,5,10,10,11,11,10,10,11,10,9,7,9,10,11,10,11,11,11,1,12,11,189,16,11,11,11,11,80,2,3,3,2,4,3,2,2,3
86484,Joel Connolly,D/WB (R),Burnley,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,D (R),D,WB,9500,120,45,90,3,1,5,7,1,9,1,5,1,4,6,2,1,5,6,7,3,6,5,4,14,13,3,12,4,4,6,7,6,13,1,13,3,170,2,14,14,12,2,55,4,1,3,2,2,2,1,3,2
86554,Josh Chapman,GK,Sheff Utd,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,GK,GK,G,7500,120,45,90,7,4,1,2,3,1,8,1,1,1,3,4,2,2,1,7,3,8,2,12,12,7,1,9,1,3,4,3,3,9,8,12,2,183,5,7,8,1,4,65,8,5,1,9,6,15,12,5,5
86558,Josh Scott,M/AM (L),Newcastle,English Premier Division,England (Premier Division),ENG,16,Left,Left,M (L),M,W,4600,120,45,90,2,4,8,6,6,7,5,2,6,4,2,8,3,7,12,5,6,6,6,7,11,7,11,11,5,4,6,7,7,9,1,10,6,177,8,18,11,7,4,61,1,2,1,3,1,1,2,3,3
86564,Joshua Oluwayemi,GK,Tottenham,English Premier Division,England (Premier Division),ENG,18,Right,Right,GK,GK,SK,30000,350,65,90,6,3,3,3,3,1,5,1,3,3,2,10,3,3,3,3,8,15,5,9,11,11,2,5,2,10,6,4,6,13,10,8,7,183,8,13,8,3,5,70,9,6,1,11,9,9,14,7,9
86650,Kamarai Simon-Swyer,AM (C),West Ham,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,AM (C),AM,AM,5000,120,45,90,3,4,4,6,2,12,4,4,7,3,1,12,1,6,13,7,5,6,3,2,7,8,13,1,6,6,6,9,10,13,1,13,5,172,7,12,13,5,3,58,1,2,3,2,2,3,2,2,3
86931,Lewis Bryon,"D (R), DM",Crystal Palace,English Premier Division,England (Premier Division),ENG,19,Right Only,Right,DM,DM,BWM,23500,350,60,90,2,3,2,7,2,9,5,7,7,1,6,11,1,11,8,10,8,5,4,5,14,15,1,11,5,7,7,8,11,13,2,10,7,179,8,13,12,7,7,72,1,2,3,2,3,2,1,3,2
87196,Marco Rus,AM (RC),Southampton,English Premier Division,England (Premier Division),ROU,16,Right Only,Right,AM (R),AM,W,30000,120,60,90,1,8,10,8,9,6,8,7,10,5,7,7,3,8,8,10,8,5,6,10,5,13,14,8,13,9,10,7,14,12,2,9,6,179,6,16,11,10,6,65,3,3,1,3,1,1,3,3,3
87628,Mo Sylla,"D (C), DM, M (C)",Aston Villa,English Premier Division,England (Premier Division),ESP,16,Right Only,Right,M (C),M,CM,12250,120,50,90,2,2,5,4,1,10,2,7,7,3,11,9,2,13,7,9,5,7,4,2,13,16,1,2,6,12,4,5,9,11,3,9,6,180,10,14,9,6,4,65,3,3,3,2,2,3,3,2,2
87843,Noah Watson,D (L),Crystal Palace,English Premier Division,England (Premier Division),ENG,16,Left Only,Left,D (L),D,FB,4300,120,45,90,1,5,3,3,6,11,2,7,5,4,6,7,4,11,7,13,9,8,4,7,12,17,5,1,2,5,7,4,7,10,2,13,4,177,11,18,10,5,5,62,1,2,1,2,3,3,1,2,1
87949,Owen Bray,GK,Leeds,English Premier Division,England (Premier Division),IRL,16,Right,Right,GK,GK,SK,375,120,35,90,6,4,1,1,1,2,6,1,1,3,1,5,2,2,1,6,8,14,3,6,12,8,1,2,3,4,4,3,3,7,7,6,4,185,9,11,8,1,2,68,10,5,1,12,5,5,5,3,8
88372,Rowan Smith,M (C),Crystal Palace,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (C),M,CM,4800,120,45,90,1,3,2,3,5,7,4,4,4,1,6,9,1,6,10,12,4,4,12,5,13,13,2,10,5,4,6,7,11,13,1,9,4,176,6,14,11,10,5,62,2,3,1,1,3,2,1,2,3
88399,Ryan Grant,D (R),West Brom,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,D (R),D,FB,1600,120,30,90,3,4,4,4,1,4,1,6,2,5,5,6,1,10,6,12,4,7,3,5,5,17,5,4,5,7,6,6,6,13,1,14,6,175,5,16,14,7,5,61,1,3,1,1,1,3,3,3,3
88427,Sam Bellis,ST (C),Southampton,English Premier Division,England (Premier Division),ENG,16,Right,Right,ST (C),ST,P,22500,120,55,90,3,6,4,4,9,8,6,9,6,6,2,7,1,2,8,14,6,7,8,2,8,7,5,9,14,3,6,5,7,14,2,9,8,179,8,12,14,10,7,66,1,1,1,1,2,2,2,2,3
88824,Thimothee Lo-Tutala,GK,Tottenham,English Premier Division,England (Premier Division),FRA,16,Right Only,Right,GK,GK,SK,11250,120,50,90,6,3,2,1,3,1,7,1,1,1,3,5,2,1,2,7,6,14,6,7,12,5,1,10,2,5,5,5,5,6,8,14,6,181,6,10,11,5,3,66,7,7,1,5,11,3,13,7,10
90504,Owen Bailey,D (C),Newcastle,English Premier Division,England (Premier Division),ENG,20,Right,Right,D (C),D,CD,35500,700,69,89,3,7,4,2,1,7,4,10,5,1,12,8,1,7,4,8,13,9,6,8,15,3,1,4,4,15,7,5,8,10,2,7,8,182,8,11,9,5,7,76,3,1,1,1,2,3,2,2,3
90728,Tai Ebanks,M/AM (R),Newcastle,English Premier Division,England (Premier Division),ENG,17,Right,Right,AM (R),AM,W,5000,120,45,89,3,8,10,8,4,12,6,3,5,1,4,8,1,4,11,7,5,2,5,7,6,4,10,3,10,4,6,7,3,13,3,10,6,179,6,15,10,7,4,67,2,2,3,2,1,2,3,2,1
91205,Connor McAvoy,D (C),Fulham,English Premier Division,England (Premier Division),SCO,17,Either,Either,D (C),D,CD,36000,500,65,88,4,1,1,1,1,4,1,8,2,1,6,7,1,10,6,12,9,8,6,5,13,14,1,10,3,11,5,1,6,8,1,9,6,189,13,13,10,10,4,74,3,3,1,3,2,3,2,2,3
91280,David Omilabu,"M (L), AM (RL), ST (C)",Crystal Palace,English Premier Division,England (Premier Division),ENG,16,Left,Left,AM (L),AM,W,5000,120,45,88,1,5,7,7,7,9,4,6,2,1,4,11,13,5,10,11,3,5,8,6,6,16,10,4,3,4,5,6,6,15,1,7,7,184,11,12,13,3,9,70,2,1,3,2,2,2,3,3,1
91766,Johnly Yfeko,D (LC),Leicester,English Premier Division,England (Premier Division),ENG,16,Left,Left,D (L),D,FB,8500,120,45,88,2,1,1,4,1,5,1,5,1,4,8,5,1,8,4,12,3,7,3,5,13,6,1,9,2,7,5,5,5,13,1,9,4,191,13,12,12,4,3,71,2,3,3,1,2,3,1,2,1
92265,Mitchell George,"AM (C), ST (C)",Burnley,English Premier Division,England (Premier Division),ENG,17,Right,Right,ST (C),ST,PF,15000,120,50,88,1,3,6,12,8,10,4,11,7,2,2,7,5,5,5,11,7,5,6,5,9,9,11,1,7,3,5,6,7,11,1,13,6,176,4,18,12,6,6,64,4,3,1,2,1,1,3,3,4
92395,Patrick Zito,D (C),Aston Villa,English Premier Division,England (Premier Division),CMR,16,Right Only,Right,D (C),D,CD,450,120,40,88,3,1,3,1,1,5,1,12,1,1,13,3,1,8,2,13,3,7,3,8,13,7,1,4,3,10,4,3,5,10,1,9,3,186,12,9,8,8,4,81,2,2,2,2,3,1,1,1,1
93031,Ayo Tanimowo,D (RL),Brighton,English Premier Division,England (Premier Division),ENG,17,Right,Right,D (R),D,FB,27000,120,61,87,2,3,6,2,2,6,2,3,6,4,9,5,5,11,9,9,5,9,7,8,7,15,5,11,4,6,9,8,11,15,2,8,8,178,10,9,14,11,7,79,1,3,2,1,3,1,3,2,1
93126,Connor Leak-Blunt,M (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,17,Right,Right,M (C),M,CM,28500,350,60,87,2,6,5,2,4,14,4,6,8,2,8,13,4,7,10,11,6,5,4,3,10,12,1,10,6,8,7,11,9,14,2,14,7,173,7,11,14,8,4,62,1,3,3,2,3,3,2,1,2
93344,Gael Kileba,"AM (RLC), ST (C)",West Ham,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,AM (R),AM,W,13000,120,48,87,3,4,6,10,11,12,4,5,2,3,3,6,1,5,8,11,5,4,4,1,11,14,13,6,3,4,5,4,6,13,2,11,5,166,5,15,12,6,5,55,2,2,2,2,1,3,4,1,2
93552,John-Kymani Gordon,ST (C),Crystal Palace,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,ST (C),ST,P,5000,120,45,87,3,4,1,4,7,10,3,12,5,1,1,5,7,1,6,6,5,2,11,1,13,6,6,2,12,3,4,2,5,13,1,13,5,184,10,18,13,7,6,67,3,1,2,1,3,1,2,2,1
93911,Mika Biereth,ST (C),Fulham,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,ST (C),ST,P,6000,120,50,87,3,4,5,9,13,12,5,13,1,1,3,6,4,1,7,10,8,5,7,3,6,8,7,10,13,2,5,4,7,12,2,7,4,181,7,12,7,11,3,66,2,2,1,1,1,1,2,2,2
93955,Nathan Carlyon,"DM, M (C)",Newcastle,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,DM,DM,BWM,9500,120,45,87,1,4,5,3,5,11,5,4,6,4,7,10,1,11,7,14,7,6,4,2,14,7,1,1,5,7,8,12,10,10,2,9,6,179,9,7,11,6,5,66,1,3,2,3,2,1,1,3,2
94017,Oliver Wright,GK,Southampton,English Premier Division,England (Premier Division),ENG,16,Right,Right,GK,GK,G,11250,120,50,87,3,5,1,2,2,1,8,1,1,1,1,6,2,1,2,9,4,14,3,9,11,12,1,7,1,3,5,4,4,8,7,13,5,183,5,11,8,1,3,68,8,7,1,12,8,8,12,5,6
94768,Daniel Chesters,"AM (RLC), ST (C)",West Ham,English Premier Division,England (Premier Division),ENG,17,Right,Right,AM (C),AM,SS,15000,120,50,86,3,4,7,10,12,12,5,7,7,1,4,8,4,5,7,11,6,4,7,2,6,14,12,10,4,3,6,7,7,13,3,9,3,193,14,10,12,8,6,79,3,1,4,1,2,1,1,3,1
94941,Filip Marschall,GK,Aston Villa,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,GK,GK,SK,7500,120,45,86,6,1,1,1,3,1,1,1,1,3,1,8,2,2,1,10,5,7,1,8,12,5,1,3,1,8,4,3,3,9,9,15,4,188,12,19,11,3,3,68,6,2,1,7,4,11,12,2,3
95058,Idris Odutayo,D (RC),Fulham,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,D (R),D,FB,6000,120,50,86,2,3,2,6,4,7,3,5,2,5,12,5,3,8,7,16,7,4,7,7,13,13,1,5,4,10,7,5,7,10,1,9,5,185,9,11,10,6,6,71,3,3,3,2,1,1,1,1,1
95323,Kyran Henderson,AM (RLC),Crystal Palace,English Premier Division,England (Premier Division),ENG,16,Left Only,Left,AM (L),AM,W,7000,120,45,86,3,4,8,11,6,9,1,5,6,4,3,9,4,4,5,10,5,6,3,5,5,8,8,5,5,1,5,7,6,14,3,11,5,169,4,11,13,6,4,56,2,2,3,3,1,2,4,2,1
95613,Nathan Jenkins,ST (C),Brighton,English Premier Division,England (Premier Division),ENG,15,Right,Right,ST (C),ST,P,15000,120,50,86,2,6,2,9,14,13,6,4,4,6,6,5,5,1,9,9,9,7,10,4,10,13,12,5,9,6,6,5,7,12,2,10,7,186,10,13,9,5,7,69,3,4,3,2,2,3,2,2,2
95983,Tommy Williams,D (R),Sheff Utd,English Premier Division,England (Premier Division),ENG,17,Right,Right,D (R),D,FB,15250,120,52,86,3,1,4,3,2,11,1,5,1,4,6,7,1,12,7,15,4,8,7,9,14,7,7,2,4,7,7,5,7,14,1,12,7,180,11,13,11,6,4,67,2,1,3,1,2,3,1,2,3
97419,Harvey Cullinan,M (C),Sheff Utd,English Premier Division,England (Premier Division),IRL,16,Right Only,Right,M (C),M,CM,9500,120,45,85,3,5,3,3,5,7,5,5,6,1,5,10,1,4,11,14,5,5,7,2,14,16,3,7,6,4,7,13,12,8,3,9,6,188,9,12,10,7,4,70,1,2,1,3,2,2,1,2,1
97421,Hassan Ayari,AM (RL),Sheff Utd,English Premier Division,England (Premier Division),USA,16,Right,Right,AM (L),AM,IW,10000,120,45,85,2,4,6,13,1,12,4,4,4,1,3,9,1,5,8,9,6,4,6,4,10,15,8,11,6,2,6,3,11,13,1,9,4,176,5,12,10,6,3,61,2,1,3,3,1,2,2,3,3
97545,Iyiola Adebayo,M (C),West Ham,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (C),M,CM,12250,120,48,85,2,4,3,1,2,10,4,2,3,1,6,13,3,7,8,17,3,4,8,4,13,7,3,5,5,4,5,12,9,10,1,13,5,182,10,8,13,4,3,67,3,2,2,2,3,4,2,2,1
97692,Joe Young,GK,Wolves,English Premier Division,England (Premier Division),ENG,16,Right,Right,GK,GK,SK,7500,120,45,85,8,3,1,1,1,9,2,1,1,3,2,8,2,2,8,6,4,14,9,6,12,13,1,8,2,2,4,3,3,11,8,12,4,193,11,12,10,3,3,73,6,6,4,12,3,9,12,6,13
99088,Sam Unwin,M/AM (R),Burnley,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,AM (R),AM,W,10000,120,45,85,1,8,13,9,5,8,5,2,5,4,1,4,4,5,9,8,6,6,3,2,10,17,9,3,4,1,6,3,9,13,1,12,4,183,10,19,13,5,3,64,3,1,1,1,2,2,3,2,1
99411,Tremaine Eastmond,M/AM (C),Burnley,English Premier Division,England (Premier Division),ENG,15,Right Only,Right,M (C),M,CM,9500,120,45,85,1,4,3,6,3,13,3,3,6,1,2,13,1,3,9,6,3,6,4,2,13,4,14,5,6,3,6,9,10,13,3,11,3,180,10,12,13,10,3,60,3,3,3,1,1,1,2,3,1
99415,Tristan Skeritt,D (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,16,Left,Left,D (C),D,CD,9000,120,45,85,3,1,1,1,2,5,1,8,1,4,8,5,1,11,2,12,10,7,4,5,12,11,1,10,2,12,4,1,5,10,2,10,5,184,6,12,13,3,3,66,3,1,1,3,3,4,4,2,2
99742,Arjan Raikhy,M/AM (C),Aston Villa,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (C),M,CM,850,120,40,84,3,4,4,5,6,10,4,4,3,4,2,11,1,3,6,13,3,2,3,5,10,4,6,7,6,2,6,11,11,13,1,13,2,180,6,15,13,7,4,63,3,2,2,1,3,2,1,3,3
100145,Hayden Lindley,D (LC),Aston Villa,English Premier Division,England (Premier Division),ENG,16,Left,Left,D (L),D,FB,13500,120,55,84,2,7,7,2,2,9,2,7,7,7,14,6,3,9,8,11,10,7,8,6,13,9,2,8,5,7,7,6,9,9,3,8,8,173,5,10,10,7,5,61,2,1,1,2,4,3,1,1,1
100194,Jack Young,"DM, M (C)",Newcastle,English Premier Division,England (Premier Division),ENG,18,Right,Right,DM,DM,BWM,20000,500,57,84,2,9,8,8,9,8,9,9,9,6,10,8,7,9,8,8,8,8,8,9,8,5,1,3,8,8,11,8,11,11,3,10,6,171,6,13,12,8,5,64,2,3,3,3,3,4,2,3,2
100714,Paul Woolston,GK,Man Utd,English Premier Division,England (Premier Division),ENG,20,Right Only,Right,GK,GK,G,93000,1000,75,84,11,5,3,1,2,1,7,1,1,3,1,10,3,3,4,8,12,9,6,10,14,14,1,4,3,7,8,7,6,10,7,14,8,181,8,6,7,1,10,85,9,8,11,14,12,7,11,7,10
100994,William Osula,AM (C),Sheff Utd,English Premier Division,England (Premier Division),DEN,15,Right Only,Right,AM (C),AM,AP,10000,120,45,84,1,6,6,9,10,13,6,6,6,1,4,8,2,6,11,14,8,4,5,3,11,3,9,4,10,6,7,14,7,8,1,10,3,185,14,18,10,7,5,65,4,1,1,3,1,3,1,1,1
101628,Jayden Smith,ST (C),Southampton,English Premier Division,England (Premier Division),ENG,15,Right,Right,ST (C),ST,AF,15000,120,50,83,2,1,3,13,9,9,1,4,5,4,2,7,6,1,7,11,6,6,7,5,6,3,7,5,6,1,4,7,9,14,3,9,5,181,8,12,13,6,5,63,1,4,2,1,2,2,3,3,1
101732,Kane Patterson,D/WB (R),Burnley,English Premier Division,England (Premier Division),SCO,16,Right,Right,D (R),D,FB,8500,120,50,83,3,6,3,6,2,8,1,4,3,2,6,7,1,9,8,11,4,6,5,6,9,4,2,10,5,8,7,7,7,12,1,14,7,179,10,16,14,10,4,63,3,2,1,2,3,1,3,1,3
102048,Odel Offiah,M (C),Brighton,English Premier Division,England (Premier Division),ENG,16,Right,Right,M (C),M,MEZ,14250,120,50,83,2,8,6,5,9,6,8,7,10,3,12,9,3,10,11,10,7,8,6,5,6,8,5,1,7,6,7,7,8,16,3,6,10,171,4,13,14,8,10,62,2,1,2,2,1,1,2,1,1
102447,Abel Rodrigues,D/WB/M/AM (L),Liverpool,English Premier Division,England (Premier Division),FRA,17,Left Only,Left,M (L),M,W,14250,350,50,82,3,10,13,8,3,7,8,6,7,3,4,5,5,6,8,20,5,7,4,8,12,11,7,3,12,8,7,7,8,9,2,12,4,171,5,15,11,11,4,61,4,1,1,1,2,1,3,1,2
102836,Elliot Thorpe,M (C),Tottenham,English Premier Division,England (Premier Division),WAL,18,Right,Right,M (C),M,CM,17750,350,55,82,3,4,2,2,4,14,3,6,8,1,8,11,1,5,13,15,5,6,5,8,11,15,4,9,6,5,8,7,12,7,3,11,7,176,4,8,10,7,5,64,2,4,3,3,1,2,1,2,1
103338,Malachi Boateng,"D (RC), DM, M (C)",Crystal Palace,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (C),D,CD,13500,120,52,82,3,1,2,2,1,2,4,6,2,1,9,10,1,12,1,9,6,8,6,5,12,15,1,10,3,11,5,1,6,12,1,6,5,184,10,11,7,3,3,68,1,2,1,1,1,1,1,1,2
104060,Angelo Cappello,"M (RL), AM (L)",Sheff Utd,English Premier Division,England (Premier Division),ENG,17,Left,Left,M (L),M,W,4800,120,40,81,3,2,5,11,2,5,4,3,1,4,1,7,1,3,9,11,7,1,4,3,5,9,10,7,4,4,4,7,6,15,2,11,5,177,3,16,13,10,3,63,3,2,3,1,2,2,2,1,3
104419,Harry Allen,GK,Burnley,English Premier Division,England (Premier Division),ENG,17,Right,Right,GK,GK,SK,16750,120,55,81,11,1,2,2,3,6,4,4,1,2,3,7,3,2,6,8,8,9,9,9,8,9,2,7,3,10,9,7,9,9,9,7,11,188,12,12,10,10,8,76,8,10,1,10,8,7,9,12,8
104567,Jordan Amissah,GK,Sheff Utd,English Premier Division,England (Premier Division),GER,17,Right,Right,GK,GK,G,30000,350,65,81,11,4,1,3,1,2,6,1,3,3,3,6,3,1,1,5,8,11,5,9,11,10,1,9,3,10,6,3,5,13,8,12,6,197,13,12,11,4,5,81,13,6,5,11,7,11,11,5,4
104626,Kacper Kurylowicz,GK,Tottenham,English Premier Division,England (Premier Division),POL,17,Right,Right,GK,GK,G,19000,120,57,81,7,3,1,1,3,1,6,1,1,3,1,7,3,1,2,7,4,11,4,10,13,8,1,2,1,9,6,5,4,5,10,10,2,191,14,16,8,1,5,76,11,6,2,13,9,4,13,4,3
105071,Sean Wilson,D/WB (R),Liverpool,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,D (R),D,FB,8500,120,45,81,2,5,7,5,1,10,1,7,4,3,7,8,4,10,8,9,5,7,7,7,12,12,1,2,6,8,7,7,7,15,1,11,7,180,8,12,13,6,6,65,1,3,1,1,1,2,2,2,2
105138,Ted Cann,GK,West Brom,English Premier Division,England (Premier Division),ENG,18,Right,Right,GK,GK,G,9250,400,50,81,5,2,3,3,3,1,3,1,1,1,2,8,3,1,1,4,6,14,2,6,12,13,2,3,3,6,5,4,3,8,12,9,5,196,13,14,12,1,4,80,3,10,1,11,8,7,12,7,11
105159,Tom Midgley,D (L),Newcastle,English Premier Division,England (Premier Division),ENG,16,Left Only,Left,D (L),D,FB,8500,120,45,81,3,5,8,7,5,8,2,9,8,8,7,8,4,8,7,6,9,8,8,8,6,11,1,1,6,10,9,7,9,12,3,7,8,176,7,11,11,10,8,65,1,1,2,2,3,1,1,2,1
105799,Calen Gallagher-Allison,D (LC),Man Utd,English Premier Division,England (Premier Division),ENG,16,Left,Left,D (C),D,CD,18750,120,54,80,3,3,6,5,2,7,1,11,1,3,9,8,1,12,2,8,10,9,8,6,14,4,1,10,6,10,6,6,8,11,2,6,7,181,8,15,11,5,6,66,2,2,1,2,1,1,1,1,2
